.fitted,.resid,.sample
47.716102984998,48.19482930984569,1
48.11449164760379,13.782191263165169,1
48.67225234845291,-12.081419729415385,1
49.01752390381168,-46.6386221761775,1
49.230002691051794,-56.8515276468597,1
49.442481478291896,18.96930934264298,1
49.76119448002694,-11.758570201561657,1
50.02679037451451,-49.746051473971896,1
50.451737590744486,19.409668769297113,1
50.743902397106034,-16.974951166295433,1
51.062615398841075,-22.43610864011313,1
51.14229105971228,-10.785920031857854,1
51.14229105971228,-40.442112804205095,1
51.036056845217345,69.27445022336812,1
50.77046095072977,-32.5628242569598,1
50.39862048349702,20.78483460455781,1
50.05334892813825,19.674796195102655,1
49.787753033650674,-24.85167937610396,1
49.28311979829925,25.06646753702873,1
48.88472077744277,-15.233814563623874,1
48.6191248829552,-18.32405847645378,1
48.27385332759643,6.329248201792495,1
47.955140325861386,39.21053346140871,1
47.583299858628635,28.070528743299974,1
47.31770396414106,7.676874792050447,1
47.10522517690096,20.78613390386921,1
47.07866662327723,-3.3218313678347156,1
47.052108069653485,8.689794093777337,1
47.50362419775744,44.07182462410067,1
47.769220092245014,-9.378064986442224,1
48.00825743310885,1.0859630912871403,1
48.4597735612128,-22.969773571978767,1
48.326970434843894,39.262912404146235,1
48.167619113101495,11.150359501256998,1
48.75192800932411,-54.80534396475357,1
49.01752390381168,1.2049029001909908,1
49.442481478291896,42.851752030461604,1
49.8143115872744,-0.7049709841859716,1
50.07990748176198,-14.962801317358503,1
50.34550337624955,-5.2107058047695896,1
49.973673267267046,20.921340161090043,1
49.65494990728176,-21.50961501344577,1
49.49559858553936,-7.248590869484722,1
50.37206192987328,10.542096886108128,1
50.37206192987328,-7.2927041293337656,1
50.34550337624955,20.096382285534542,1
50.133024589009445,1.2912741242520844,1
49.7346359264032,51.32162377521448,1
49.20344413742806,19.755398325171146,1
48.88472077744277,32.794941293434086,1
48.56600777570773,-10.36952235208034,1
48.326970434843894,-17.865996312295348,1
48.114491647603785,0.7607334916886587,1
47.90202321861392,67.59708208561945,1
47.74266153862128,22.446563428282506,1
47.58329985862864,-20.753552125139773,1
47.31770396414107,9.842556849717976,1
46.998990962406026,10.566339405870897,1
46.73339506791845,0.4165296628387738,1
46.41468206618341,14.389117524327702,1
46.149086171695835,23.530909934762697,1
46.04284159895066,-2.9677366424501956,1
46.04284159895066,19.032084731093875,1
46.25532038619077,24.3130684843465,1
48.59256632933146,0.12773725445997583,1
48.4597735612128,-38.485557784744984,1
48.27385332759643,22.600651938162894,1
47.95514032586139,52.750110503680595,1
47.71610298499755,2.804366650951826,1
47.583299858628635,23.653933740065362,1
47.636427324126345,10.648207395779824,1
47.87545430673994,0.014795662351336182,1
48.141050201227515,-11.759050395755473,1
48.27385332759643,-20.301336972121327,1
48.486332114836536,12.982790748556923,1
50.37206192987328,-22.35004423506229,1
50.37206192987328,24.449733652965193,1
50.21270024988064,23.91974831052478,1
47.45050709050997,23.682879679646454,1
47.05210806965349,-6.635572381259894,1
46.73339506791845,-42.54787444060797,1
46.361564958935944,-14.626694941634275,1
46.1225276180721,-18.277898326391817,1
45.9897244917032,-28.582877218258414,1
45.80380425808682,-16.027660698914804,1
45.67101148996815,10.557115649007628,1
45.51164980997551,-38.785177691776276,1
45.40541559548058,39.812108007364316,1
45.192936808240475,13.415356661976023,1
44.980458021000366,-18.683718061095554,1
44.82110669925797,-16.708544877784973,1
44.635186465641596,-8.771402622080757,1
44.50238333927268,-58.3829185080986,1
44.343032017530284,-22.96498548175847,1
44.18367033753764,14.359904365090024,1
43.785281674931404,-0.29525554959136335,1
43.572802887691296,15.472583442616445,1
43.28064843957999,-0.8183253978803758,1
47.58329985862864,-3.029189905979503,1
47.31770396414106,11.32419377170952,1
47.15835264239866,-26.536957144012046,1
46.91931530153482,-43.87731756023677,1
46.813070728789654,-25.38807769806137,1
46.78651217516592,8.642157691781351,1
45.750687150839354,-11.724280702405562,1
46.06940015257439,-17.708784838205087,1
46.41468206618341,-9.096419304596518,1
46.62716085342352,21.263559100833017,1
46.91931530153482,14.405607698636837,1
47.10522517690096,-27.297904114195397,1
47.37083142963878,-4.56339944991631,1
47.742661538621284,-20.85446660684974,1
48.03481598673258,-6.582167608998571,1
48.30041188122016,38.12688780410577,1
48.539449222084,1.1444656042505161,1
48.80504511657158,16.616506881653482,1
48.40665645396534,-56.02740341440204,1
48.14105020122752,-18.33257613722854,1
47.84889575311621,3.6452439006523236,1
47.636427324126345,-3.245913365543192,1
48.061374540356326,-39.64472501665837,1
48.40665645396534,-18.035412840368227,1
48.56600777570774,43.65973312286319,1
48.67225234845291,-15.76625297910999,1
48.22073622034896,-46.088830503340716,1
47.87545430673994,51.741556947358305,1
47.50362419775744,36.02812634394253,1
47.238028303269864,-38.935112737741484,1
46.813070728789654,3.657340115458289,1
46.52091628067834,-2.4579260855126157,1
46.069400152574396,34.68405402280684,1
45.750687150839354,6.556521484771513,1
45.35229848823311,23.04452632802952,1
46.41468206618342,49.87534521373353,1
46.361564958935944,14.207756837789729,1
46.38812351255968,10.698337023161582,1
49.54871569278683,-0.14967584614342144,1
49.36279545917046,-0.5529925933817263,1
43.99775010392127,-18.168525643364898,1
48.27385332759643,-15.403363888598477,1
48.486332114836536,-49.3240763456997,1
48.88472077744277,-53.89384309822086,1
47.716102984998,-17.971281228083708,2
48.11449164760379,-19.775723363245145,2
48.67225234845291,-5.971946880585971,2
49.01752390381168,-5.505862951022228,2
49.230002691051794,2.68474878567276,2
49.442481478291896,8.044755692529915,2
49.76119448002694,2.7828882394020553,2
50.02679037451451,-48.23985481491938,2
50.451737590744486,16.81623921676333,2
50.743902397106034,-37.38660915444416,2
51.062615398841075,49.59931361630755,2
51.14229105971228,40.30041766348445,2
51.14229105971228,9.249271946792785,2
51.036056845217345,-46.76756630822955,2
50.77046095072977,9.372126779194495,2
50.39862048349702,-38.705914705674914,2
50.05334892813825,-34.235845748355885,2
49.787753033650674,29.043606675564348,2
49.28311979829925,49.89516262576513,2
48.88472077744277,-21.903607587728512,2
48.6191248829552,-33.41806123395829,2
48.27385332759643,7.081929790586004,2
47.955140325861386,28.58192573775277,2
47.583299858628635,-6.4713074791487974,2
47.31770396414106,8.643640054997176,2
47.10522517690096,-3.9036511910801424,2
47.07866662327723,-11.655564104932825,2
47.052108069653485,19.880810990542884,2
47.50362419775744,-46.393376367346704,2
47.769220092245014,9.3419614247977,2
48.00825743310885,30.41671892907815,2
48.4597735612128,-15.424545907428072,2
48.326970434843894,-51.81863045593582,2
48.167619113101495,64.01609428559142,2
48.75192800932411,-47.061916164135354,2
49.01752390381168,1.41785052415713,2
49.442481478291896,7.764539881464922,2
49.8143115872744,-55.536001038438116,2
50.07990748176198,15.909838375367132,2
50.34550337624955,16.996757520275306,2
49.973673267267046,3.2667483915427384,2
49.65494990728176,-21.631143460964793,2
49.49559858553936,-13.737157190934848,2
50.37206192987328,16.4206169616884,2
